,property_id,prop_type,price,baths_half,baths_full,beds,city,postal_code,state_code,county,lot_size,building_size
0,M1963882417,single_family,1398000,0.0,2,3,San Jose,95129,CA,Santa Clara,5558.0,2943.0
1,M1108442798,single_family,3698000,1.0,3,4,Saratoga,95070,CA,Santa Clara,7224.0,1382.0
2,M2522092026,single_family,818000,0.0,2,5,Newark,94560,CA,Alameda,5000.0,2050.0
3,M2372954641,single_family,969696,0.0,3,5,Morgan Hill,95037,CA,Santa Clara,5009.0,969.0
4,M2959401747,single_family,1748000,0.0,2,3,Sunnyvale,94086,CA,Santa Clara,6512.0,2112.0
5,M2381791011,single_family,7500000,1.0,3,5,Palo Alto,94301,CA,Santa Clara,10999.0,1800.0
6,M2598941795,single_family,1200000,0.0,3,4,Morgan Hill,95037,CA,Santa Clara,5169.0,1300.0
7,M2671667431,single_family,1398000,0.0,2,2,Redwood City,94063,CA,San Mateo,7500.0,2015.0
8,M1649140564,single_family,850000,0.0,2,3,San Jose,95127,CA,Santa Clara,6609.0,3264.0
9,M2321845763,single_family,825000,0.0,2,3,San Jose,95122,CA,Santa Clara,6012.0,1280.0
10,M1219790285,single_family,1998000,0.0,2,3,Mountain View,94041,CA,Santa Clara,5925.0,2885.0
11,M1126336778,single_family,1075000,1.0,2,4,Newark,94560,CA,Alameda,4180.0,2597.0
12,M2614697893,single_family,998888,0.0,2,4,Newark,94560,CA,Alameda,7000.0,1140.0
13,M2827841169,single_family,23800000,4.0,6,6,Monte Sereno,95030,CA,Santa Clara,243936.0,2740.0
14,M1140569098,single_family,1398888,1.0,2,4,San Jose,95148,CA,Santa Clara,9809.0,1450.0
15,M1087153704,single_family,1699888,0.0,3,5,San Jose,95120,CA,Santa Clara,10067.0,1954.0
16,M2954306891,single_family,1150000,1.0,2,4,San Jose,95120,CA,Santa Clara,3044.0,3398.0
17,M2068722977,single_family,5888000,0.0,4,4,Los Altos Hills,94022,CA,Santa Clara,53239.0,1607.0
18,M1120437265,single_family,637500,0.0,1,3,San Jose,95122,CA,Santa Clara,5829.0,3060.0
19,M1818399326,single_family,1495000,0.0,2,3,San Jose,95128,CA,Santa Clara,7663.0,740.0
20,M2947003561,single_family,2398000,0.0,2,4,Palo Alto,94306,CA,Santa Clara,8716.0,1666.0
21,M1321644313,single_family,1588888,0.0,3,3,San Jose,95126,CA,Santa Clara,6443.0,5574.0
22,M1084102879,single_family,1298888,0.0,2,3,Fremont,94539,CA,Alameda,8832.0,960.0
23,M1028427561,single_family,2099888,0.0,3,5,Fremont,94539,CA,Alameda,7841.0,2020.0
24,P417000483540,single_family,1835000,0.0,3,4,Sunnyvale,94085,CA,Santa Clara,,1321.0
25,P417000483533,single_family,1460000,1.0,3,3,Sunnyvale,94085,CA,Santa Clara,,1530.0
26,P417000483541,single_family,1910000,0.0,3,4,Sunnyvale,94085,CA,Santa Clara,,1170.0
27,P417000483532,single_family,1280000,1.0,2,2,Sunnyvale,94085,CA,Santa Clara,,1230.0
28,P417000483539,single_family,1785000,0.0,3,4,Sunnyvale,94085,CA,Santa Clara,,1966.0
29,P417000483538,single_family,1760000,1.0,3,4,Sunnyvale,94085,CA,Santa Clara,,3233.0
30,P417000483534,single_family,1477000,1.0,3,3,Sunnyvale,94085,CA,Santa Clara,,1143.0
31,P417000483536,single_family,1548000,1.0,3,3,Sunnyvale,94085,CA,Santa Clara,,1417.0
32,P417000483535,single_family,1525000,1.0,3,3,Sunnyvale,94085,CA,Santa Clara,,2334.0
33,P417000483537,single_family,1705000,1.0,3,4,Sunnyvale,94085,CA,Santa Clara,,3680.0
34,M2739746041,single_family,1950000,1.0,2,5,San Jose,95120,CA,Santa Clara,11927.0,1267.0
35,M1062869608,single_family,1330000,0.0,2,3,San Jose,95128,CA,Santa Clara,5759.0,720.0
36,M2047962698,single_family,1099950,1.0,2,3,Milpitas,95035,CA,Santa Clara,2261.0,2550.0
37,M2027134185,single_family,5350000,1.0,4,5,Los Altos,94024,CA,Santa Clara,26140.0,489.0
38,M1347242958,single_family,1598000,0.0,2,4,Campbell,95008,CA,Santa Clara,7840.0,3015.0
39,M1687902310,single_family,2000000,0.0,2,4,Sunnyvale,94087,CA,Santa Clara,8183.0,2733.0
40,M2404722070,single_family,2198000,1.0,5,4,San Jose,95138,CA,Santa Clara,11029.0,1585.0
41,M2576990017,single_family,2995000,0.0,2,4,Palo Alto,94303,CA,Santa Clara,7460.0,4587.0
42,M1549479969,single_family,1999999,0.0,4,6,Fremont,94539,CA,Alameda,6092.0,824.0
43,M2676900009,single_family,2698000,0.0,2,3,Palo Alto,94306,CA,Santa Clara,6330.0,2190.0
44,M2431067134,single_family,2999950,0.0,1,2,Menlo Park,94025,CA,San Mateo,5618.0,2325.0
45,M2542854414,single_family,5780000,0.0,5,6,Palo Alto,94303,CA,Santa Clara,8097.0,1940.0
46,M2538709579,single_family,1038888,1.0,2,4,San Jose,95138,CA,Santa Clara,5678.0,1450.0
47,M2925616058,single_family,2198000,0.0,2,4,Saratoga,95070,CA,Santa Clara,5237.0,1532.0
48,M1282881526,single_family,2488000,0.0,2,3,Mountain View,94041,CA,Santa Clara,7738.0,1402.0
49,M1337599302,single_family,3995000,0.0,2,3,Palo Alto,94301,CA,Santa Clara,7500.0,1259.0
50,M1265825097,single_family,3998000,0.0,3,5,Palo Alto,94301,CA,Santa Clara,10968.0,1970.0
51,M2620952457,single_family,1649000,0.0,2,3,Sunnyvale,94086,CA,Santa Clara,5720.0,3196.0
52,M1325852307,single_family,1695000,0.0,3,7,Campbell,95008,CA,Santa Clara,6004.0,808.0
53,M9134595334,single_family,5198000,1.0,5,6,Palo Alto,94303,CA,Santa Clara,9780.0,1428.0
54,M1713725591,single_family,2099000,1.0,2,4,San Jose,95125,CA,Santa Clara,6054.0,2481.0
55,M2851984762,single_family,1725000,0.0,3,3,San Jose,95124,CA,Santa Clara,9600.0,2213.0
56,M2444572751,single_family,1899000,0.0,2,3,Sunnyvale,94087,CA,Santa Clara,8773.0,2060.0
57,M1093610953,single_family,3999000,1.0,2,4,Saratoga,95070,CA,Santa Clara,86567.0,4845.0
58,M1214328850,single_family,2099998,1.0,3,5,Fremont,94555,CA,Alameda,5400.0,1100.0
59,M1933330550,single_family,1249800,0.0,2,3,Fremont,94536,CA,Alameda,6400.0,2056.0
60,M2076287963,single_family,5495000,1.0,3,5,Los Altos Hills,94022,CA,Santa Clara,42715.0,1380.0
61,P417000483259,single_family,1200000,0.0,3,4,Newark,94560,CA,Alameda,,1345.0
62,P417000483257,single_family,1200000,0.0,3,4,Newark,94560,CA,Alameda,,1979.0
63,P417000483263,single_family,2000000,1.0,4,4,Sunnyvale,94086,CA,Santa Clara,,1830.0
64,P417000483258,single_family,1200000,1.0,3,4,Newark,94560,CA,Alameda,,4808.0
65,P417000483261,single_family,2000000,1.0,4,4,Sunnyvale,94086,CA,Santa Clara,,1386.0
66,P417000483262,single_family,2000000,0.0,4,4,Sunnyvale,94086,CA,Santa Clara,,2199.0
67,P417000483264,single_family,2000000,1.0,4,4,Sunnyvale,94086,CA,Santa Clara,,2051.0
68,P417000483260,single_family,1200000,0.0,3,4,Newark,94560,CA,Alameda,,1195.0
69,M2804140458,single_family,1499000,0.0,2,4,Santa Clara,95051,CA,Santa Clara,6802.0,1060.0
70,M2154948144,single_family,1499000,0.0,3,4,Morgan Hill,95037,CA,Santa Clara,57652.0,3828.0
71,M2409777734,single_family,1880000,1.0,1,2,Palo Alto,94301,CA,Santa Clara,1816.0,3205.0
72,M2101276780,single_family,1299950,0.0,3,5,Fremont,94538,CA,Alameda,7228.0,3120.0
73,M1076658006,single_family,750000,0.0,1,3,San Jose,95133,CA,Santa Clara,6706.0,1012.0
74,M2590460693,single_family,4998000,0.0,6,7,Saratoga,95070,CA,Santa Clara,43926.0,2176.0
75,M9836808115,single_family,1848000,0.0,3,4,Santa Clara,95050,CA,Santa Clara,4250.0,3800.0
76,M2376376077,single_family,1998000,0.0,2,4,Sunnyvale,94087,CA,Santa Clara,7794.0,1620.0
77,M1786243984,single_family,1349000,1.0,2,4,Milpitas,95035,CA,Santa Clara,6281.0,1400.0
78,M1885257576,single_family,1370000,0.0,3,4,San Jose,95133,CA,Santa Clara,4644.0,1431.0
79,M2670233686,single_family,1258000,0.0,3,5,San Jose,95136,CA,Santa Clara,9875.0,2470.0
80,M1905311819,single_family,2499000,1.0,2,4,Cupertino,95014,CA,Santa Clara,7495.0,3660.0
81,M2356073568,single_family,1648000,0.0,3,4,San Jose,95148,CA,Santa Clara,7257.0,1140.0
82,M2190784592,single_family,899000,0.0,2,4,San Jose,95123,CA,Santa Clara,7249.0,1002.0
83,M2664353891,single_family,1238000,0.0,2,4,San Jose,95132,CA,Santa Clara,6683.0,1700.0
84,M2433935357,single_family,1400000,1.0,3,4,Morgan Hill,95037,CA,Santa Clara,10145.0,3100.0
85,M1309393264,single_family,1249000,0.0,2,3,San Jose,95118,CA,Santa Clara,6890.0,1670.0
86,M1569990484,single_family,1825000,1.0,2,3,Mountain View,94043,CA,Santa Clara,4180.0,3535.0
87,M1621520294,single_family,1199000,0.0,2,4,Campbell,95008,CA,Santa Clara,8573.0,1960.0
88,M1108181936,single_family,2299000,0.0,2,3,Saratoga,95070,CA,Santa Clara,59403.0,2046.0
89,M2689186398,single_family,1400000,0.0,2,4,Sunnyvale,94085,CA,Santa Clara,4931.0,1796.0
90,M1255411360,single_family,1165000,0.0,2,3,San Jose,95124,CA,Santa Clara,7040.0,2720.0
91,M2106228168,single_family,1148000,1.0,2,4,San Jose,95136,CA,Santa Clara,6144.0,1159.0
92,M2036014852,single_family,1499000,0.0,2,4,Santa Clara,95050,CA,Santa Clara,6990.0,1506.0
93,M2349513447,single_family,899000,0.0,2,4,Newark,94560,CA,Alameda,6466.0,1725.0
94,M1291232246,single_family,1799000,0.0,3,4,Campbell,95008,CA,Santa Clara,13787.0,2355.0
95,M1587128079,single_family,1125000,0.0,2,3,Menlo Park,94025,CA,San Mateo,5750.0,1064.0
96,M1249211916,single_family,1179000,0.0,3,5,San Jose,95136,CA,Santa Clara,6439.0,2549.0
97,M1473985802,single_family,3149900,1.0,5,6,Fremont,94539,CA,Alameda,8966.0,1050.0
98,M2311244473,single_family,1250000,0.0,2,3,Fremont,94536,CA,Alameda,6000.0,1189.0
99,M1698180588,single_family,1098000,0.0,1,3,East Palo Alto,94303,CA,San Mateo,5936.0,1602.0
100,M1980325013,single_family,1050000,0.0,2,3,Milpitas,95035,CA,Santa Clara,5586.0,2564.0
101,M2407938221,single_family,879000,0.0,1,3,Fremont,94538,CA,Alameda,5000.0,7475.0
102,M1312985316,single_family,1199000,0.0,2,4,San Jose,95118,CA,Santa Clara,7706.0,3492.0
103,M1333753818,single_family,849000,0.0,3,3,San Jose,95116,CA,Santa Clara,7677.0,1195.0
104,M2295814539,single_family,1645000,1.0,2,4,San Jose,95148,CA,Santa Clara,10502.0,1337.0
105,M2343664009,single_family,999000,1.0,1,3,San Jose,95125,CA,Santa Clara,5700.0,2753.0
106,M1977069486,single_family,749000,0.0,1,2,San Jose,95111,CA,Santa Clara,11779.0,800.0
107,M1410781390,single_family,1179000,1.0,2,3,Campbell,95008,CA,Santa Clara,3432.0,832.0
108,M1823844526,single_family,1125900,0.0,3,5,San Jose,95127,CA,Santa Clara,4833.0,1552.0
109,M2387045509,single_family,4995000,0.0,4,6,Palo Alto,94301,CA,Santa Clara,9998.0,1060.0
110,M2930185248,single_family,1899000,0.0,2,5,Sunnyvale,94086,CA,Santa Clara,7345.0,2209.0
111,M1400924716,single_family,1629000,0.0,3,3,San Jose,95124,CA,Santa Clara,6641.0,3645.0
112,M2160974956,single_family,688888,0.0,1,2,East Palo Alto,94303,CA,San Mateo,6000.0,1700.0
113,M1919485381,single_family,1100000,1.0,2,4,San Jose,95136,CA,Santa Clara,4186.0,3700.0
114,M1139936800,single_family,799000,0.0,2,4,San Jose,95111,CA,Santa Clara,5700.0,1531.0
115,M1993266842,single_family,6395000,1.0,4,5,Atherton,94027,CA,San Mateo,30401.0,5083.0
116,M2632921031,single_family,1899000,0.0,2,3,San Jose,95129,CA,Santa Clara,6734.0,5015.0
117,M2000861696,single_family,5695000,1.0,4,5,Los Altos,94024,CA,Santa Clara,36194.0,1952.0
118,M1828588673,single_family,1665000,1.0,2,4,San Jose,95125,CA,Santa Clara,8800.0,2825.0
119,M1055531366,single_family,1799800,0.0,3,4,San Jose,95135,CA,Santa Clara,13382.0,3190.0
120,M2146707205,single_family,1998000,0.0,2,4,San Jose,95129,CA,Santa Clara,5918.0,1079.0
121,M1720791599,single_family,949888,0.0,3,4,San Jose,95111,CA,Santa Clara,5287.0,1175.0
122,M2148956551,single_family,2099000,0.0,2,3,Cupertino,95014,CA,Santa Clara,6435.0,1475.0
123,M2979889792,single_family,2695000,1.0,2,3,Los Gatos,95030,CA,Santa Clara,6582.0,830.0
124,M1528988959,single_family,2489000,0.0,2,3,Monte Sereno,95030,CA,Santa Clara,8205.0,1451.0
125,M1529722814,single_family,1400000,1.0,2,4,San Jose,95118,CA,Santa Clara,7480.0,2837.0
126,M1301293959,single_family,1979000,1.0,5,4,San Jose,95140,CA,Santa Clara,75842.0,1012.0
127,M2063916802,single_family,1379000,0.0,3,4,San Jose,95128,CA,Santa Clara,6668.0,1492.0
128,M1643746449,single_family,2799000,1.0,2,4,San Jose,95125,CA,Santa Clara,5880.0,1962.0
129,M2555480476,single_family,1050000,0.0,2,3,San Jose,95125,CA,Santa Clara,5054.0,2336.0
130,M2766247842,single_family,1150000,1.0,2,3,Milpitas,95035,CA,Santa Clara,2127.0,1829.0
131,M2127388926,single_family,1679000,0.0,2,3,San Jose,95125,CA,Santa Clara,6135.0,1378.0
132,M2923659765,single_family,998000,0.0,3,3,San Jose,95136,CA,Santa Clara,2276.0,1903.0
133,M1893986030,single_family,1569000,0.0,3,5,San Jose,95117,CA,Santa Clara,6465.0,2051.0
134,M2949130868,single_family,1450000,1.0,1,3,Saratoga,95070,CA,Santa Clara,9664.0,1495.0
135,M2916612221,single_family,1898000,1.0,2,3,Los Gatos,95032,CA,Santa Clara,8323.0,1264.0
136,M2095397168,single_family,1025000,1.0,2,4,Morgan Hill,95037,CA,Santa Clara,16104.0,1395.0
137,M2686268282,single_family,1274999,0.0,2,3,Santa Clara,95051,CA,Santa Clara,5434.0,917.0
138,M2885186791,single_family,1588888,1.0,4,5,San Jose,95127,CA,Santa Clara,11134.0,2648.0
139,M1057738371,single_family,5495000,0.0,5,5,Los Gatos,95030,CA,Santa Clara,65340.0,1733.0
140,M2773421949,single_family,2898000,1.0,3,4,Saratoga,95070,CA,Santa Clara,15594.0,2249.0
141,M1321226071,single_family,2241888,1.0,2,4,Fremont,94539,CA,Alameda,15600.0,1595.0
142,M1711501007,single_family,1200000,0.0,2,4,San Jose,95133,CA,Santa Clara,6090.0,1200.0
143,M1052707469,single_family,2899000,1.0,3,3,Los Gatos,95030,CA,Santa Clara,39374.0,2731.0
144,M1988464641,single_family,2999999,1.0,4,4,San Jose,95120,CA,Santa Clara,23440.0,2266.0
145,M2286930723,single_family,1799000,0.0,3,4,San Jose,95120,CA,Santa Clara,8984.0,1258.0
146,M2619422444,single_family,950000,0.0,2,3,Fremont,94538,CA,Alameda,5000.0,1240.0
147,M2520084129,single_family,1399000,0.0,2,3,San Jose,95125,CA,Santa Clara,6195.0,1242.0
148,M2230933401,single_family,817000,0.0,2,3,Morgan Hill,95037,CA,Santa Clara,12114.0,1600.0
149,M2973588699,single_family,1680000,0.0,2,4,Santa Clara,95051,CA,Santa Clara,6266.0,1947.0
150,M2006414321,single_family,4699000,1.0,5,6,Los Altos,94024,CA,Santa Clara,16997.0,2026.0
151,M1194855427,single_family,1149000,0.0,2,2,San Jose,95125,CA,Santa Clara,6248.0,1746.0
152,M1992551391,single_family,4399000,1.0,3,5,Los Altos,94024,CA,Santa Clara,38250.0,1517.0
153,M2563635328,single_family,1218000,0.0,2,3,Fremont,94538,CA,Alameda,5000.0,2200.0
154,M2389798114,single_family,1399950,1.0,3,5,Morgan Hill,95037,CA,Santa Clara,85378.0,1038.0
155,M2348097525,single_family,1148000,1.0,2,4,Morgan Hill,95037,CA,Santa Clara,12436.0,970.0
156,M1533318015,single_family,998800,0.0,2,3,San Jose,95136,CA,Santa Clara,7066.0,630.0
157,M2729909849,single_family,4989000,2.0,3,5,Los Gatos,95030,CA,Santa Clara,93833.0,1570.0
158,M2932730705,single_family,3195000,1.0,3,4,Stanford,94305,CA,Santa Clara,20181.0,6088.0
159,M2578076936,single_family,785000,0.0,2,3,San Jose,95122,CA,Santa Clara,3097.0,3028.0
160,M2152966383,single_family,4495000,1.0,3,5,Palo Alto,94301,CA,Santa Clara,10650.0,2406.0
161,M2341304882,single_family,3100000,1.0,4,5,San Jose,95125,CA,Santa Clara,8906.0,1176.0
162,M1288813017,single_family,1589000,0.0,3,5,San Jose,95120,CA,Santa Clara,7500.0,7050.0
163,M2514427898,single_family,1849000,0.0,2,3,Menlo Park,94025,CA,San Mateo,6000.0,3350.0
164,M1663787302,single_family,3100000,1.0,4,5,San Jose,95125,CA,Santa Clara,8234.0,1019.0
165,M1663917473,single_family,1099000,1.0,2,4,San Jose,95132,CA,Santa Clara,6014.0,1520.0
166,M1147443701,single_family,1475000,1.0,2,4,San Jose,95120,CA,Santa Clara,8004.0,1592.0
167,M1837620329,single_family,1215000,0.0,2,3,San Jose,95120,CA,Santa Clara,9180.0,1043.0
168,M2718151390,single_family,998000,0.0,2,3,San Jose,95123,CA,Santa Clara,6248.0,1277.0
169,M2253707967,single_family,1380000,0.0,2,3,Sunnyvale,94089,CA,Santa Clara,6240.0,1481.0
170,M2518618070,single_family,1170000,0.0,2,3,Fremont,94538,CA,Alameda,6270.0,1548.0
171,M1791421933,single_family,1800000,1.0,2,4,San Jose,95124,CA,Santa Clara,9452.0,1275.0
172,M1908606875,single_family,1670000,1.0,2,4,San Jose,95125,CA,Santa Clara,6588.0,2814.0
173,M2418162571,single_family,4300000,1.0,3,4,Palo Alto,94301,CA,Santa Clara,5700.0,2659.0
174,M2060794594,single_family,1450000,0.0,3,4,Fremont,94555,CA,Alameda,3760.0,806.0
175,M1924302929,single_family,4500000,1.0,2,4,Palo Alto,94304,CA,Santa Clara,47480.0,3037.0
176,M2358018489,single_family,2188000,1.0,2,4,Cupertino,95014,CA,Santa Clara,7384.0,2825.0
177,M2653798274,single_family,1588000,0.0,2,3,Cupertino,95014,CA,Santa Clara,5583.0,2855.0
178,M2330420506,single_family,1695000,1.0,4,5,Morgan Hill,95037,CA,Santa Clara,33376.0,1840.0
179,M2681831618,single_family,1198000,0.0,2,4,San Jose,95131,CA,Santa Clara,6069.0,1014.0
180,M2924005399,single_family,1325000,1.0,1,2,San Martin,95046,CA,Santa Clara,217330.0,1568.0
181,M2971504955,single_family,1595000,0.0,1,2,Los Gatos,95032,CA,Santa Clara,6077.0,2308.0
182,M1354331710,single_family,3699000,0.0,3,4,Palo Alto,94303,CA,Santa Clara,6325.0,882.0
183,M2150028949,single_family,1050000,0.0,2,4,San Jose,95136,CA,Santa Clara,6855.0,986.0
184,M1823292537,single_family,3880000,1.0,4,6,San Jose,95129,CA,Santa Clara,10916.0,
185,M2441675363,single_family,1475000,0.0,2,3,San Jose,95120,CA,Santa Clara,7882.0,
186,M1345366271,single_family,1230000,0.0,2,2,San Jose,95127,CA,Santa Clara,17411.0,
187,M2946335922,single_family,2495000,1.0,2,4,Saratoga,95070,CA,Santa Clara,14410.0,
188,M1264781650,single_family,11800000,1.0,4,5,Palo Alto,94301,CA,Santa Clara,19998.0,
189,M2112751634,single_family,980000,0.0,2,3,San Jose,95136,CA,Santa Clara,7269.0,
190,M1491508776,single_family,2499000,1.0,3,4,San Jose,95125,CA,Santa Clara,5994.0,
191,M2856147175,single_family,1350000,1.0,1,2,San Jose,95125,CA,Santa Clara,7988.0,
192,M2940063961,single_family,1249000,2.0,2,3,San Jose,95131,CA,Santa Clara,1722.0,
193,M1787891115,single_family,1299950,1.0,2,3,San Jose,95124,CA,Santa Clara,9817.0,
194,M2504361844,single_family,3999000,0.0,4,4,Saratoga,95070,CA,Santa Clara,58993.0,
195,M2133006728,single_family,3298000,0.0,3,5,Los Altos,94024,CA,Santa Clara,10019.0,
196,M2750828547,single_family,775000,0.0,1,3,San Jose,95127,CA,Santa Clara,5809.0,
197,M2323613800,single_family,1649888,0.0,4,5,Morgan Hill,95037,CA,Santa Clara,92822.0,
198,M1202573420,single_family,4195000,1.0,4,6,Mountain View,94041,CA,Santa Clara,23418.0,
199,M2488701833,single_family,899000,0.0,1,2,San Jose,95128,CA,Santa Clara,6059.0,
